ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
LAS,"Las Vegas, NV",MIA,"Miami, FL"
LAS,"Las Vegas, NV",STL,"St. Louis, MO"
LAS,"Las Vegas, NV",ONT,"Ontario, CA"
LAS,"Las Vegas, NV",SAT,"San Antonio, TX"
LAS,"Las Vegas, NV",SMF,"Sacramento, CA"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",ELP,"El Paso, TX"
LAS,"Las Vegas, NV",OMA,"Omaha, NE"
LAS,"Las Vegas, NV",TPA,"Tampa, FL"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",OAK,"Oakland, CA"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",GEG,"Spokane, WA"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",RNO,"Reno, NV"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",MKE,"Milwaukee, WI"
LAS,"Las Vegas, NV",ABQ,"Albuquerque, NM"
LAS,"Las Vegas, NV",MEM,"Memphis, TN"
LAS,"Las Vegas, NV",IND,"Indianapolis, IN"
LAS,"Las Vegas, NV",HOU,"Houston, TX"
LAS,"Las Vegas, NV",PHL,"Philadelphia, PA"
LAS,"Las Vegas, NV",MSY,"New Orleans, LA"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",BNA,"Nashville, TN"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",BUR,"Burbank, CA"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",AUS,"Austin, TX"
LAS,"Las Vegas, NV",MDW,"Chicago, IL"
LAS,"Las Vegas, NV",SNA,"Santa Ana, CA"
LAS,"Las Vegas, NV",MCO,"Orlando, FL"
LAS,"Las Vegas, NV",FSD,"Sioux Falls, SD"
LAS,"Las Vegas, NV",DSM,"Des Moines, IA"
LAS,"Las Vegas, NV",OKC,"Oklahoma City, OK"
LAS,"Las Vegas, NV",XNA,"Fayetteville, AR"
LAS,"Las Vegas, NV",COS,"Colorado Springs, CO"
LAS,"Las Vegas, NV",HRL,"Harlingen/San Benito, TX"
LAS,"Las Vegas, NV",LIT,"Little Rock, AR"
LAS,"Las Vegas, NV",DRO,"Durango, CO"
LAW,"Lawton/Fort Sill, OK",DFW,"Dallas/Fort Worth, TX"
LAW,"Lawton/Fort Sill, OK",DFW,"Dallas/Fort Worth, TX"
LAW,"Lawton/Fort Sill, OK",DFW,"Dallas/Fort Worth, TX"
LAX,"Los Angeles, CA",SBA,"Santa Barbara, CA"
LAX,"Los Angeles, CA",FAT,"Fresno, CA"
LAX,"Los Angeles, CA",BOI,"Boise, ID"
LAX,"Los Angeles, CA",SAT,"San Antonio, TX"
LAX,"Los Angeles, CA",PSP,"Palm Springs, CA"
LAX,"Los Angeles, CA",SMF,"Sacramento, CA"
LAX,"Los Angeles, CA",STS,"Santa Rosa, CA"
LAX,"Los Angeles, CA",IAH,"Houston, TX"
LAX,"Los Angeles, CA",ELP,"El Paso, TX"
LAX,"Los Angeles, CA",OMA,"Omaha, NE"
LAX,"Los Angeles, CA",DEN,"Denver, CO"
LAX,"Los Angeles, CA",SLC,"Salt Lake City, UT"
LAX,"Los Angeles, CA",LAS,"Las Vegas, NV"
LAX,"Los Angeles, CA",OAK,"Oakland, CA"
LAX,"Los Angeles, CA",FCA,"Kalispell, MT"
LAX,"Los Angeles, CA",SAN,"San Diego, CA"
LAX,"Los Angeles, CA",MFR,"Medford, OR"
LAX,"Los Angeles, CA",GEG,"Spokane, WA"
LAX,"Los Angeles, CA",JAC,"Jackson, WY"
LAX,"Los Angeles, CA",EUG,"Eugene, OR"
LAX,"Los Angeles, CA",SEA,"Seattle, WA"
LAX,"Los Angeles, CA",RNO,"Reno, NV"
LAX,"Los Angeles, CA",PDX,"Portland, OR"
LAX,"Los Angeles, CA",RDM,"Bend/Redmond, OR"
LAX,"Los Angeles, CA",MSO,"Missoula, MT"
LAX,"Los Angeles, CA",ABQ,"Albuquerque, NM"
LAX,"Los Angeles, CA",DFW,"Dallas/Fort Worth, TX"
LAX,"Los Angeles, CA",TUL,"Tulsa, OK"
LAX,"Los Angeles, CA",ACV,"Arcata/Eureka, CA"
LAX,"Los Angeles, CA",SJC,"San Jose, CA"
LAX,"Los Angeles, CA",BZN,"Bozeman, MT"
LAX,"Los Angeles, CA",PHX,"Phoenix, AZ"
LAX,"Los Angeles, CA",BUR,"Burbank, CA"
LAX,"Los Angeles, CA",SFO,"San Francisco, CA"
LAX,"Los Angeles, CA",AUS,"Austin, TX"
LAX,"Los Angeles, CA",MRY,"Monterey, CA"
LAX,"Los Angeles, CA",SBP,"San Luis Obispo, CA"
LAX,"Los Angeles, CA",SUN,"Sun Valley/Hailey/Ketchum, ID"
LAX,"Los Angeles, CA",TUS,"Tucson, AZ"
LAX,"Los Angeles, CA",OKC,"Oklahoma City, OK"
LAX,"Los Angeles, CA",XNA,"Fayetteville, AR"
LAX,"Los Angeles, CA",COS,"Colorado Springs, CO"
LAX,"Los Angeles, CA",SBA,"Santa Barbara, CA"
LAX,"Los Angeles, CA",FAT,"Fresno, CA"
LAX,"Los Angeles, CA",BOI,"Boise, ID"
LAX,"Los Angeles, CA",PSP,"Palm Springs, CA"
LAX,"Los Angeles, CA",SMF,"Sacramento, CA"
LAX,"Los Angeles, CA",FCA,"Kalispell, MT"
LAX,"Los Angeles, CA",SAN,"San Diego, CA"
LAX,"Los Angeles, CA",MFR,"Medford, OR"
LAX,"Los Angeles, CA",EUG,"Eugene, OR"
LAX,"Los Angeles, CA",RNO,"Reno, NV"
LAX,"Los Angeles, CA",RDM,"Bend/Redmond, OR"
LAX,"Los Angeles, CA",RDD,"Redding, CA"
LAX,"Los Angeles, CA",ACV,"Arcata/Eureka, CA"
LAX,"Los Angeles, CA",MRY,"Monterey, CA"
LAX,"Los Angeles, CA",SBP,"San Luis Obispo, CA"
LAX,"Los Angeles, CA",PRC,"Prescott, AZ"
LAX,"Los Angeles, CA",COS,"Colorado Springs, CO"
LAX,"Los Angeles, CA",SBA,"Santa Barbara, CA"
LAX,"Los Angeles, CA",SMF,"Sacramento, CA"
LAX,"Los Angeles, CA",ELP,"El Paso, TX"
LAX,"Los Angeles, CA",DEN,"Denver, CO"
LAX,"Los Angeles, CA",SLC,"Salt Lake City, UT"
LAX,"Los Angeles, CA",FCA,"Kalispell, MT"
LAX,"Los Angeles, CA",JAC,"Jackson, WY"
LAX,"Los Angeles, CA",SEA,"Seattle, WA"
LAX,"Los Angeles, CA",RNO,"Reno, NV"
LAX,"Los Angeles, CA",PDX,"Portland, OR"
LAX,"Los Angeles, CA",GJT,"Grand Junction, CO"
LAX,"Los Angeles, CA",MSO,"Missoula, MT"
LAX,"Los Angeles, CA",ABQ,"Albuquerque, NM"
LAX,"Los Angeles, CA",SJC,"San Jose, CA"
LAX,"Los Angeles, CA",BZN,"Bozeman, MT"
LAX,"Los Angeles, CA",SNA,"Santa Ana, CA"
LAX,"Los Angeles, CA",ASE,"Aspen, CO"
LAX,"Los Angeles, CA",OKC,"Oklahoma City, OK"
LAX,"Los Angeles, CA",LAS,"Las Vegas, NV"
LAX,"Los Angeles, CA",IPL,"El Centro, CA"
LAX,"Los Angeles, CA",AFW,"Dallas/Fort Worth, TX"
LAX,"Los Angeles, CA",SEA,"Seattle, WA"
LAX,"Los Angeles, CA",PDX,"Portland, OR"
LAX,"Los Angeles, CA",HNL,"Honolulu, HI"
LAX,"Los Angeles, CA",AFW,"Dallas/Fort Worth, TX"
LAX,"Los Angeles, CA",MCC,"Sacramento, CA"
LAX,"Los Angeles, CA",ANC,"Anchorage, AK"
LAX,"Los Angeles, CA",DOV,"Dover, DE"
LAX,"Los Angeles, CA",SUU,"Fairfield, CA"
LAX,"Los Angeles, CA",SHV,"Shreveport, LA"
LAX,"Los Angeles, CA",ANC,"Anchorage, AK"
LAX,"Los Angeles, CA",BUF,"Buffalo, NY"
LAX,"Los Angeles, CA",SLC,"Salt Lake City, UT"
LAX,"Los Angeles, CA",LAS,"Las Vegas, NV"
LAX,"Los Angeles, CA",JAX,"Jacksonville, FL"
LAX,"Los Angeles, CA",RNO,"Reno, NV"
LAX,"Los Angeles, CA",BDL,"Hartford, CT"
LAX,"Los Angeles, CA",SFO,"San Francisco, CA"
LAX,"Los Angeles, CA",JFK,"New York, NY"
LAX,"Los Angeles, CA",MCO,"Orlando, FL"
LAX,"Los Angeles, CA",CHS,"Charleston, SC"
LAX,"Los Angeles, CA",BUF,"Buffalo, NY"
LAX,"Los Angeles, CA",MIA,"Miami, FL"
LAX,"Los Angeles, CA",EWR,"Newark, NJ"
LAX,"Los Angeles, CA",SLC,"Salt Lake City, UT"
LAX,"Los Angeles, CA",LAS,"Las Vegas, NV"
LAX,"Los Angeles, CA",RNO,"Reno, NV"
LAX,"Los Angeles, CA",FLL,"Fort Lauderdale, FL"
LAX,"Los Angeles, CA",BOS,"Boston, MA"
LAX,"Los Angeles, CA",SFO,"San Francisco, CA"
LAX,"Los Angeles, CA",JFK,"New York, NY"
LAX,"Los Angeles, CA",RSW,"Fort Myers, FL"
LAX,"Los Angeles, CA",PBI,"West Palm Beach/Palm Beach, FL"
LAX,"Los Angeles, CA",JFK,"New York, NY"
LAX,"Los Angeles, CA",RIC,"Richmond, VA"
LAX,"Los Angeles, CA",VNY,"Van Nuys, CA"
LAX,"Los Angeles, CA",SFO,"San Francisco, CA"
LAX,"Los Angeles, CA",PSP,"Palm Springs, CA"
LAX,"Los Angeles, CA",AUS,"Austin, TX"
LAX,"Los Angeles, CA",MDW,"Chicago, IL"
LAX,"Los Angeles, CA",SAN,"San Diego, CA"
LAX,"Los Angeles, CA",SFO,"San Francisco, CA"
LAX,"Los Angeles, CA",HNL,"Honolulu, HI"
LAX,"Los Angeles, CA",OGG,"Kahului, HI"
LAX,"Los Angeles, CA",KOA,"Kona, HI"
LAX,"Los Angeles, CA",LIH,"Lihue, HI"
LAX,"Los Angeles, CA",KOA,"Kona, HI"
LAX,"Los Angeles, CA",SEA,"Seattle, WA"
LAX,"Los Angeles, CA",HNL,"Honolulu, HI"
LAX,"Los Angeles, CA",BLI,"Bellingham, WA"
LAX,"Los Angeles, CA",CVG,"Cincinnati, OH"
LAX,"Los Angeles, CA",OMA,"Omaha, NE"
LAX,"Los Angeles, CA",MFR,"Medford, OR"
LAX,"Los Angeles, CA",CFA,"Coffee Point, AK"
LAX,"Los Angeles, CA",EUG,"Eugene, OR"
LAX,"Los Angeles, CA",CID,"Cedar Rapids/Iowa City, IA"
LAX,"Los Angeles, CA",SGF,"Springfield, MO"
LAX,"Los Angeles, CA",GJT,"Grand Junction, CO"
LAX,"Los Angeles, CA",PSC,"Pasco/Kennewick/Richland, WA"
LAX,"Los Angeles, CA",FAR,"Fargo, ND"
LAX,"Los Angeles, CA",MSO,"Missoula, MT"
LAX,"Los Angeles, CA",SBN,"South Bend, IN"
LAX,"Los Angeles, CA",MEM,"Memphis, TN"
LAX,"Los Angeles, CA",TUL,"Tulsa, OK"
LAX,"Los Angeles, CA",ICT,"Wichita, KS"
LAX,"Los Angeles, CA",DSM,"Des Moines, IA"
LAX,"Los Angeles, CA",GRR,"Grand Rapids, MI"
LAX,"Los Angeles, CA",XNA,"Fayetteville, AR"
LAX,"Los Angeles, CA",LIT,"Little Rock, AR"
LAX,"Los Angeles, CA",SHV,"Shreveport, LA"
LAX,"Los Angeles, CA",MFE,"Mission/McAllen/Edinburg, TX"
LAX,"Los Angeles, CA",PDX,"Portland, OR"
LAX,"Los Angeles, CA",SFO,"San Francisco, CA"
LAX,"Los Angeles, CA",CVG,"Cincinnati, OH"
LAX,"Los Angeles, CA",HNL,"Honolulu, HI"
LAX,"Los Angeles, CA",MWH,"Moses Lake, WA"
LAX,"Los Angeles, CA",ANC,"Anchorage, AK"
LAX,"Los Angeles, CA",SWF,"Newburgh/Poughkeepsie, NY"
LAX,"Los Angeles, CA",MCO,"Orlando, FL"
LAX,"Los Angeles, CA",CVG,"Cincinnati, OH"
LAX,"Los Angeles, CA",ANC,"Anchorage, AK"
LAX,"Los Angeles, CA",CVG,"Cincinnati, OH"
LAX,"Los Angeles, CA",ORD,"Chicago, IL"
LAX,"Los Angeles, CA",OMA,"Omaha, NE"
LAX,"Los Angeles, CA",LAS,"Las Vegas, NV"
LAX,"Los Angeles, CA",DFW,"Dallas/Fort Worth, TX"
LAX,"Los Angeles, CA",BNA,"Nashville, TN"
LAX,"Los Angeles, CA",PHX,"Phoenix, AZ"
LAX,"Los Angeles, CA",AUS,"Austin, TX"
LAX,"Los Angeles, CA",MCI,"Kansas City, MO"
LAX,"Los Angeles, CA",ICT,"Wichita, KS"
LAX,"Los Angeles, CA",STL,"St. Louis, MO"
LAX,"Los Angeles, CA",SAT,"San Antonio, TX"
LAX,"Los Angeles, CA",LAS,"Las Vegas, NV"
LAX,"Los Angeles, CA",IND,"Indianapolis, IN"
LAX,"Los Angeles, CA",RDU,"Raleigh/Durham, NC"
LAX,"Los Angeles, CA",BNA,"Nashville, TN"
LAX,"Los Angeles, CA",PHX,"Phoenix, AZ"
LAX,"Los Angeles, CA",AUS,"Austin, TX"
LAX,"Los Angeles, CA",LAS,"Las Vegas, NV"
LAX,"Los Angeles, CA",IND,"Indianapolis, IN"
LAX,"Los Angeles, CA",BNA,"Nashville, TN"
LAX,"Los Angeles, CA",ATL,"Atlanta, GA"
LAX,"Los Angeles, CA",PHX,"Phoenix, AZ"
LAX,"Los Angeles, CA",AUS,"Austin, TX"
LAX,"Los Angeles, CA",MIA,"Miami, FL"
LAX,"Los Angeles, CA",ORD,"Chicago, IL"
LAX,"Los Angeles, CA",SAT,"San Antonio, TX"
LAX,"Los Angeles, CA",ELP,"El Paso, TX"
LAX,"Los Angeles, CA",LAS,"Las Vegas, NV"
LAX,"Los Angeles, CA",CLT,"Charlotte, NC"
LAX,"Los Angeles, CA",PHL,"Philadelphia, PA"
LAX,"Los Angeles, CA",DFW,"Dallas/Fort Worth, TX"
LAX,"Los Angeles, CA",BDL,"Hartford, CT"
LAX,"Los Angeles, CA",ATL,"Atlanta, GA"
LAX,"Los Angeles, CA",FLL,"Fort Lauderdale, FL"
LAX,"Los Angeles, CA",BOS,"Boston, MA"
LAX,"Los Angeles, CA",PHX,"Phoenix, AZ"
LAX,"Los Angeles, CA",AUS,"Austin, TX"
LAX,"Los Angeles, CA",DCA,"Washington, DC"
LAX,"Los Angeles, CA",JFK,"New York, NY"
LAX,"Los Angeles, CA",MCO,"Orlando, FL"
LAX,"Los Angeles, CA",MIA,"Miami, FL"
LAX,"Los Angeles, CA",DFW,"Dallas/Fort Worth, TX"
LAX,"Los Angeles, CA",ORD,"Chicago, IL"
LAX,"Los Angeles, CA",MIA,"Miami, FL"
LAX,"Los Angeles, CA",ORD,"Chicago, IL"
LAX,"Los Angeles, CA",ORD,"Chicago, IL"
LAX,"Los Angeles, CA",MIA,"Miami, FL"
LAX,"Los Angeles, CA",ORD,"Chicago, IL"
LAX,"Los Angeles, CA",EWR,"Newark, NJ"
LAX,"Los Angeles, CA",ELP,"El Paso, TX"
LAX,"Los Angeles, CA",TPA,"Tampa, FL"
LAX,"Los Angeles, CA",LAS,"Las Vegas, NV"
LAX,"Los Angeles, CA",SJT,"San Angelo, TX"
LAX,"Los Angeles, CA",CLT,"Charlotte, NC"
LAX,"Los Angeles, CA",HNL,"Honolulu, HI"
LAX,"Los Angeles, CA",OGG,"Kahului, HI"
LAX,"Los Angeles, CA",PHL,"Philadelphia, PA"
LAX,"Los Angeles, CA",DFW,"Dallas/Fort Worth, TX"
LAX,"Los Angeles, CA",FLL,"Fort Lauderdale, FL"
LAX,"Los Angeles, CA",PHX,"Phoenix, AZ"
LAX,"Los Angeles, CA",LIH,"Lihue, HI"
LAX,"Los Angeles, CA",AUS,"Austin, TX"
LAX,"Los Angeles, CA",KOA,"Kona, HI"
LAX,"Los Angeles, CA",DCA,"Washington, DC"
LAX,"Los Angeles, CA",RSW,"Fort Myers, FL"
LAX,"Los Angeles, CA",MCO,"Orlando, FL"
LAX,"Los Angeles, CA",MIA,"Miami, FL"
LAX,"Los Angeles, CA",DFW,"Dallas/Fort Worth, TX"
LAX,"Los Angeles, CA",ORD,"Chicago, IL"
LAX,"Los Angeles, CA",IAH,"Houston, TX"
LAX,"Los Angeles, CA",DEN,"Denver, CO"
LAX,"Los Angeles, CA",LAS,"Las Vegas, NV"
LAX,"Los Angeles, CA",BWI,"Baltimore, MD"
LAX,"Los Angeles, CA",SEA,"Seattle, WA"
LAX,"Los Angeles, CA",HNL,"Honolulu, HI"
LAX,"Los Angeles, CA",OGG,"Kahului, HI"
LAX,"Los Angeles, CA",IAD,"Washington, DC"
LAX,"Los Angeles, CA",BOS,"Boston, MA"
LAX,"Los Angeles, CA",PHX,"Phoenix, AZ"
LAX,"Los Angeles, CA",SFO,"San Francisco, CA"
LAX,"Los Angeles, CA",LIH,"Lihue, HI"
LAX,"Los Angeles, CA",AUS,"Austin, TX"
LAX,"Los Angeles, CA",KOA,"Kona, HI"
LAX,"Los Angeles, CA",MCO,"Orlando, FL"
LAX,"Los Angeles, CA",EWR,"Newark, NJ"
LAX,"Los Angeles, CA",EWR,"Newark, NJ"
LAX,"Los Angeles, CA",DEN,"Denver, CO"
LAX,"Los Angeles, CA",SFO,"San Francisco, CA"
LAX,"Los Angeles, CA",JFK,"New York, NY"
LAX,"Los Angeles, CA",CLE,"Cleveland, OH"
LAX,"Los Angeles, CA",ORD,"Chicago, IL"
LAX,"Los Angeles, CA",IAH,"Houston, TX"
LAX,"Los Angeles, CA",TPA,"Tampa, FL"
LAX,"Los Angeles, CA",DEN,"Denver, CO"
LAX,"Los Angeles, CA",LAS,"Las Vegas, NV"
LAX,"Los Angeles, CA",BWI,"Baltimore, MD"
LAX,"Los Angeles, CA",MSN,"Madison, WI"
LAX,"Los Angeles, CA",HNL,"Honolulu, HI"
LAX,"Los Angeles, CA",ITO,"Hilo, HI"
LAX,"Los Angeles, CA",IAD,"Washington, DC"
LAX,"Los Angeles, CA",TLH,"Tallahassee, FL"
LAX,"Los Angeles, CA",BOS,"Boston, MA"
LAX,"Los Angeles, CA",PHX,"Phoenix, AZ"
LAX,"Los Angeles, CA",SFO,"San Francisco, CA"
LAX,"Los Angeles, CA",AUS,"Austin, TX"
LAX,"Los Angeles, CA",KOA,"Kona, HI"
LAX,"Los Angeles, CA",MCO,"Orlando, FL"
LAX,"Los Angeles, CA",PHX,"Phoenix, AZ"
LAX,"Los Angeles, CA",CVG,"Cincinnati, OH"
LAX,"Los Angeles, CA",PHX,"Phoenix, AZ"
LAX,"Los Angeles, CA",ONT,"Ontario, CA"
LAX,"Los Angeles, CA",EWR,"Newark, NJ"
LAX,"Los Angeles, CA",OAK,"Oakland, CA"
LAX,"Los Angeles, CA",MEM,"Memphis, TN"
LAX,"Los Angeles, CA",IND,"Indianapolis, IN"
LAX,"Los Angeles, CA",AFW,"Dallas/Fort Worth, TX"
LAX,"Los Angeles, CA",BOS,"Boston, MA"
LAX,"Los Angeles, CA",PHX,"Phoenix, AZ"
LAX,"Los Angeles, CA",MCI,"Kansas City, MO"
LAX,"Los Angeles, CA",EWR,"Newark, NJ"
LAX,"Los Angeles, CA",OAK,"Oakland, CA"
LAX,"Los Angeles, CA",MEM,"Memphis, TN"
LAX,"Los Angeles, CA",ONT,"Ontario, CA"
LAX,"Los Angeles, CA",EWR,"Newark, NJ"
LAX,"Los Angeles, CA",OAK,"Oakland, CA"
LAX,"Los Angeles, CA",MEM,"Memphis, TN"
LAX,"Los Angeles, CA",IND,"Indianapolis, IN"
LAX,"Los Angeles, CA",EWR,"Newark, NJ"
LAX,"Los Angeles, CA",MEM,"Memphis, TN"
LAX,"Los Angeles, CA",ONT,"Ontario, CA"
LAX,"Los Angeles, CA",MEM,"Memphis, TN"
LAX,"Los Angeles, CA",IND,"Indianapolis, IN"
LAX,"Los Angeles, CA",MSP,"Minneapolis, MN"
LAX,"Los Angeles, CA",EWR,"Newark, NJ"
LAX,"Los Angeles, CA",SLC,"Salt Lake City, UT"
LAX,"Los Angeles, CA",LAS,"Las Vegas, NV"
LAX,"Los Angeles, CA",BFI,"Seattle, WA"
LAX,"Los Angeles, CA",MSP,"Minneapolis, MN"
LAX,"Los Angeles, CA",PDX,"Portland, OR"
LAX,"Los Angeles, CA",DAL,"Dallas, TX"
LAX,"Los Angeles, CA",KOA,"Kona, HI"
LAX,"Los Angeles, CA",MSY,"New Orleans, LA"
LAX,"Los Angeles, CA",ATL,"Atlanta, GA"
LAX,"Los Angeles, CA",CLE,"Cleveland, OH"
LAX,"Los Angeles, CA",DTW,"Detroit, MI"
LAX,"Los Angeles, CA",ORD,"Chicago, IL"
LAX,"Los Angeles, CA",IAH,"Houston, TX"
LAX,"Los Angeles, CA",CMH,"Columbus, OH"
LAX,"Los Angeles, CA",EWR,"Newark, NJ"
LAX,"Los Angeles, CA",SLC,"Salt Lake City, UT"
LAX,"Los Angeles, CA",LAS,"Las Vegas, NV"
LAX,"Los Angeles, CA",OAK,"Oakland, CA"
LAX,"Los Angeles, CA",BWI,"Baltimore, MD"
LAX,"Los Angeles, CA",PHL,"Philadelphia, PA"
LAX,"Los Angeles, CA",PIT,"Pittsburgh, PA"
LAX,"Los Angeles, CA",DFW,"Dallas/Fort Worth, TX"
LAX,"Los Angeles, CA",BNA,"Nashville, TN"
LAX,"Los Angeles, CA",ATL,"Atlanta, GA"
LAX,"Los Angeles, CA",FLL,"Fort Lauderdale, FL"
LAX,"Los Angeles, CA",MCI,"Kansas City, MO"
LAX,"Los Angeles, CA",SDF,"Louisville, KY"
LAX,"Los Angeles, CA",ORD,"Chicago, IL"
LAX,"Los Angeles, CA",LAS,"Las Vegas, NV"
LAX,"Los Angeles, CA",CLE,"Cleveland, OH"
LAX,"Los Angeles, CA",DTW,"Detroit, MI"
LAX,"Los Angeles, CA",ORD,"Chicago, IL"
LAX,"Los Angeles, CA",STL,"St. Louis, MO"
LAX,"Los Angeles, CA",IAH,"Houston, TX"
LAX,"Los Angeles, CA",CMH,"Columbus, OH"
LAX,"Los Angeles, CA",EWR,"Newark, NJ"
LAX,"Los Angeles, CA",DEN,"Denver, CO"
LAX,"Los Angeles, CA",SLC,"Salt Lake City, UT"
LAX,"Los Angeles, CA",LAS,"Las Vegas, NV"
LAX,"Los Angeles, CA",OAK,"Oakland, CA"
LAX,"Los Angeles, CA",BWI,"Baltimore, MD"
LAX,"Los Angeles, CA",MKE,"Milwaukee, WI"
LAX,"Los Angeles, CA",PHL,"Philadelphia, PA"
LAX,"Los Angeles, CA",MSY,"New Orleans, LA"
LAX,"Los Angeles, CA",PIT,"Pittsburgh, PA"
LAX,"Los Angeles, CA",DFW,"Dallas/Fort Worth, TX"
LAX,"Los Angeles, CA",LGA,"New York, NY"
LAX,"Los Angeles, CA",ATL,"Atlanta, GA"
LAX,"Los Angeles, CA",FLL,"Fort Lauderdale, FL"
LAX,"Los Angeles, CA",AUS,"Austin, TX"
LAX,"Los Angeles, CA",MCI,"Kansas City, MO"
LAX,"Los Angeles, CA",SDF,"Louisville, KY"
LAX,"Los Angeles, CA",ANC,"Anchorage, AK"
LAX,"Los Angeles, CA",AUS,"Austin, TX"
LAX,"Los Angeles, CA",CVG,"Cincinnati, OH"
LAX,"Los Angeles, CA",IND,"Indianapolis, IN"
LAX,"Los Angeles, CA",LAS,"Las Vegas, NV"
LAX,"Los Angeles, CA",MCI,"Kansas City, MO"
LAX,"Los Angeles, CA",MEM,"Memphis, TN"
LAX,"Los Angeles, CA",SEA,"Seattle, WA"
LAX,"Los Angeles, CA",SLC,"Salt Lake City, UT"
LAX,"Los Angeles, CA",ATL,"Atlanta, GA"
LAX,"Los Angeles, CA",BOS,"Boston, MA"
LAX,"Los Angeles, CA",DTW,"Detroit, MI"
LAX,"Los Angeles, CA",HNL,"Honolulu, HI"
LAX,"Los Angeles, CA",JFK,"New York, NY"
LAX,"Los Angeles, CA",OGG,"Kahului, HI"
LAX,"Los Angeles, CA",ATL,"Atlanta, GA"
LAX,"Los Angeles, CA",AUS,"Austin, TX"
LAX,"Los Angeles, CA",BOS,"Boston, MA"
LAX,"Los Angeles, CA",DCA,"Washington, DC"
LAX,"Los Angeles, CA",DTW,"Detroit, MI"
LAX,"Los Angeles, CA",HNL,"Honolulu, HI"
LAX,"Los Angeles, CA",JFK,"New York, NY"
LAX,"Los Angeles, CA",KOA,"Kona, HI"
LAX,"Los Angeles, CA",LAS,"Las Vegas, NV"
LAX,"Los Angeles, CA",LIH,"Lihue, HI"
LAX,"Los Angeles, CA",MSP,"Minneapolis, MN"
LAX,"Los Angeles, CA",OGG,"Kahului, HI"
LAX,"Los Angeles, CA",PDX,"Portland, OR"
LAX,"Los Angeles, CA",ATL,"Atlanta, GA"
LAX,"Los Angeles, CA",BNA,"Nashville, TN"
LAX,"Los Angeles, CA",CVG,"Cincinnati, OH"
LAX,"Los Angeles, CA",DTW,"Detroit, MI"
LAX,"Los Angeles, CA",FLL,"Fort Lauderdale, FL"
LAX,"Los Angeles, CA",HNL,"Honolulu, HI"
LAX,"Los Angeles, CA",IND,"Indianapolis, IN"
LAX,"Los Angeles, CA",KOA,"Kona, HI"
LAX,"Los Angeles, CA",LAS,"Las Vegas, NV"
LAX,"Los Angeles, CA",MCO,"Orlando, FL"
LAX,"Los Angeles, CA",MSP,"Minneapolis, MN"
LAX,"Los Angeles, CA",MSY,"New Orleans, LA"
LAX,"Los Angeles, CA",PDX,"Portland, OR"
LAX,"Los Angeles, CA",RDU,"Raleigh/Durham, NC"
LAX,"Los Angeles, CA",SEA,"Seattle, WA"
LAX,"Los Angeles, CA",SLC,"Salt Lake City, UT"
LAX,"Los Angeles, CA",TPA,"Tampa, FL"
LAX,"Los Angeles, CA",MSP,"Minneapolis, MN"
LAX,"Los Angeles, CA",SBA,"Santa Barbara, CA"
LAX,"Los Angeles, CA",IAH,"Houston, TX"
LAX,"Los Angeles, CA",DEN,"Denver, CO"
LAX,"Los Angeles, CA",SFO,"San Francisco, CA"
LAX,"Los Angeles, CA",ORD,"Chicago, IL"
LAX,"Los Angeles, CA",IAH,"Houston, TX"
LAX,"Los Angeles, CA",TPA,"Tampa, FL"
LAX,"Los Angeles, CA",DEN,"Denver, CO"
LAX,"Los Angeles, CA",LAS,"Las Vegas, NV"
LAX,"Los Angeles, CA",IAD,"Washington, DC"
LAX,"Los Angeles, CA",PHX,"Phoenix, AZ"
LAX,"Los Angeles, CA",SFO,"San Francisco, CA"
LAX,"Los Angeles, CA",AUS,"Austin, TX"
LAX,"Los Angeles, CA",ORD,"Chicago, IL"
LAX,"Los Angeles, CA",EWR,"Newark, NJ"
LAX,"Los Angeles, CA",DEN,"Denver, CO"
LAX,"Los Angeles, CA",HNL,"Honolulu, HI"
LAX,"Los Angeles, CA",IAD,"Washington, DC"
LAX,"Los Angeles, CA",SFO,"San Francisco, CA"
LAX,"Los Angeles, CA",ORD,"Chicago, IL"
LAX,"Los Angeles, CA",EWR,"Newark, NJ"
LAX,"Los Angeles, CA",HNL,"Honolulu, HI"
LAX,"Los Angeles, CA",IAD,"Washington, DC"
LAX,"Los Angeles, CA",SFO,"San Francisco, CA"
LAX,"Los Angeles, CA",JFK,"New York, NY"
LAX,"Los Angeles, CA",IAH,"Houston, TX"
